sed	met	ign	cover	lat	lon	slope
1.0	0.0	0.0	0.0	29.17406545641007	38.46978701370634	11.608888888888888
0.0	1.0	0.0	0.0	42.59324193756118	-123.11254831870785	187.67555555555555
1.0	0.0	0.0	0.0	-31.82826274482983	146.36925663913757	20.64
0.0	0.0	1.0	0.0	51.72899718907718	122.69548351347129	97.39111111111112
1.0	0.0	0.0	0.0	50.54581882851811	45.59422579490155	21.84
1.0	0.0	0.0	0.0	56.0945581168608	65.91264009662552	5.0088888888888885
0.0	0.0	0.0	1.0	-37.15802858633356	140.6945255884616	2.08
1.0	0.0	0.0	0.0	19.55467203775406	5.268154604848974	5.924444444444444
1.0	0.0	0.0	0.0	-2.486322308344512	-70.94882250289112	9.88888888888889
1.0	0.0	0.0	0.0	-11.656508012629104	-76.07525339982519	219.12
1.0	0.0	0.0	0.0	20.017470189456603	101.03988775112225	131.88
0.0	0.0	1.0	0.0	2.3498573166329066	10.33380374969272	24.63111111111111
0.0	0.0	0.0	1.0	-21.998520111156637	146.5418839173169	2.72
1.0	0.0	0.0	0.0	28.826888610824483	108.61092774829706	206.63555555555556
1.0	0.0	0.0	0.0	41.81865279859969	-111.49759146149736	106.13333333333334
1.0	0.0	0.0	0.0	40.28024426836885	78.83084207354244	92.27111111111111
1.0	0.0	0.0	0.0	56.237327947837365	33.37812904000057	9.564444444444444
0.0	0.0	0.0	1.0	10.087687992209794	-64.70784686618039	3.3777777777777778
1.0	0.0	0.0	0.0	57.41031277942983	84.47557944130176	6.773333333333333
0.0	0.0	0.0	0.0	-86.5161137109692	-106.5703696180018	3.3733333333333335
1.0	0.0	0.0	0.0	69.08616072090382	138.82686416392272	23.893333333333334
1.0	0.0	0.0	0.0	-25.865771057097362	-60.559729218545556	2.1422222222222222
1.0	0.0	0.0	0.0	27.427694618719087	14.243526854238809	7.564444444444445
1.0	0.0	0.0	0.0	61.5580662513477	-124.02290963767464	64.37333333333333
1.0	0.0	0.0	0.0	38.102984176057525	70.39457900129628	571.36
1.0	0.0	0.0	0.0	48.278342941801284	105.2566342786892	68.91555555555556
1.0	0.0	0.0	0.0	70.32515370409075	68.07927613915766	20.106666666666666
1.0	0.0	0.0	0.0	-16.294397950011145	30.537995827433292	7.248888888888889
1.0	0.0	0.0	0.0	69.2221965971431	-71.60755897680002	31.12
0.0	0.0	1.0	0.0	41.83089286706371	73.31023569900586	264.08444444444444
1.0	0.0	0.0	0.0	44.83518784710866	-90.78753846469239	15.213333333333333
1.0	0.0	0.0	0.0	23.74524044047338	-3.9624818891795712	5.817777777777778
1.0	0.0	0.0	0.0	-20.466519356109615	139.7171872319472	51.59111111111111
1.0	0.0	0.0	0.0	61.61332389452963	58.201508488963015	43.33777777777778
0.0	0.0	0.0	1.0	-26.90263181555666	123.6596501892447	4.693333333333333
0.0	0.0	0.0	0.0	-8.212964259923751	143.69784075183009	6.9911111111111115
1.0	0.0	0.0	0.0	39.412012439403384	-95.70994531343896	12.79111111111111
0.0	1.0	0.0	0.0	28.483238641677673	84.95885863161953	653.2266666666667
1.0	0.0	0.0	0.0	33.17553277327722	-7.148695554121332	37.66222222222222
0.0	1.0	0.0	0.0	3.7235336927708147	26.8500876630153	11.502222222222223
0.0	0.0	1.0	0.0	58.63438172103004	12.929892850689754	0.0
1.0	0.0	0.0	0.0	21.814464332151132	47.76136735008487	3.5644444444444443
0.0	0.0	1.0	0.0	20.67808044469406	18.43545982447847	94.06222222222222
0.0	0.0	1.0	0.0	39.98460843795786	28.883890372857053	92.48444444444445
1.0	0.0	0.0	0.0	67.89675423599303	146.2619435102909	19.017777777777777
1.0	0.0	0.0	0.0	9.433837241894324	16.449121153636895	1.4577777777777778
1.0	0.0	0.0	0.0	-31.80456339823239	125.58785063582661	2.8577777777777778
0.0	0.0	0.0	0.0	-2.4131151902790293	33.32837384960635	0.0
1.0	0.0	0.0	0.0	43.7448444792808	61.68705861813345	3.1244444444444444
1.0	0.0	0.0	0.0	59.293130372226614	109.6702418343973	21.404444444444444
1.0	0.0	0.0	0.0	28.968289173143447	17.214498172762944	9.373333333333333
0.0	0.0	1.0	0.0	-27.01868544920299	-51.02539544825166	71.77333333333333
1.0	0.0	0.0	0.0	-1.439158282755315	-46.871031992071664	15.911111111111111
0.0	0.0	1.0	0.0	-27.09055475038805	120.80005608140004	5.231111111111111
1.0	0.0	0.0	0.0	42.491131957812186	55.11187867295317	3.2488888888888887
0.0	1.0	0.0	0.0	43.22162490979533	-72.73506025837797	94.41777777777777
1.0	0.0	0.0	0.0	9.795511335389506	19.087669163355798	2.0844444444444443
1.0	0.0	0.0	0.0	58.274927621143746	-109.95780781652093	12.27111111111111
1.0	0.0	0.0	0.0	64.61001460060314	-159.91670572432906	153.53333333333333
0.0	1.0	0.0	0.0	-21.854826007847493	30.567547581647887	9.71111111111111
0.0	0.0	1.0	0.0	3.5782721116849103	-74.95373224699503	205.84444444444443
1.0	0.0	0.0	0.0	34.78016301227191	106.9154965803408	91.68
0.0	0.0	1.0	0.0	-10.850405843820909	-48.13423573494188	47.897777777777776
0.0	0.0	0.0	1.0	31.984042762157614	61.349278297977065	2.311111111111111
0.0	0.0	0.0	1.0	-77.28669006605017	39.76241197945973	0.5333333333333333
1.0	0.0	0.0	0.0	-20.09882056522804	-59.87679488342846	1.7555555555555555
0.0	0.0	0.0	1.0	34.19319277157078	61.400466858144625	14.817777777777778
0.0	1.0	0.0	0.0	49.29190466908923	-119.48525196512657	208.8311111111111
1.0	0.0	0.0	0.0	-17.55674256142595	25.753865516744952	11.564444444444444
1.0	0.0	0.0	0.0	27.857972575504903	82.32313699653218	90.05777777777777
1.0	0.0	0.0	0.0	59.478589847051474	61.885773677737376	5.8
0.0	0.0	1.0	0.0	-14.714811058802454	-61.81572439283045	15.702222222222222
1.0	0.0	0.0	0.0	23.626138181278634	54.24589638932633	6.035555555555556
1.0	0.0	0.0	0.0	12.40853079249895	35.404846640109184	5.2
0.0	0.0	1.0	0.0	29.44131749524658	89.16793071825083	253.35555555555555
1.0	0.0	0.0	0.0	6.428260098886341	8.63998331443267	18.871111111111112
1.0	0.0	0.0	0.0	32.697847062595784	56.3987550617031	24.07111111111111
1.0	0.0	0.0	0.0	44.06878182676801	43.916186620026735	4.235555555555556
1.0	0.0	0.0	0.0	43.855603253189585	62.5485399213741	2.3466666666666667
1.0	0.0	0.0	0.0	-12.333705321917478	-65.19205890066497	3.6977777777777776
1.0	0.0	0.0	0.0	-8.103607231209153	-75.53374589656494	14.817777777777778
1.0	0.0	0.0	0.0	63.308588679547356	156.51277392067522	74.76
1.0	0.0	0.0	0.0	11.248024387798864	108.02184840970199	116.83555555555556
1.0	0.0	0.0	0.0	64.99645886768047	-172.47660361389546	141.42222222222222
1.0	0.0	0.0	0.0	40.844908999419516	107.24453830585816	1.2622222222222221
0.0	1.0	0.0	0.0	48.58058356803604	-72.59913705247871	24.804444444444446
1.0	0.0	0.0	0.0	26.0031435998485	0.3337207562500737	4.066666666666666
0.0	0.0	0.0	1.0	-76.62945322106694	50.849168890378905	3.982222222222222
1.0	0.0	0.0	0.0	27.444076729258214	-1.34425522200587	11.004444444444445
1.0	0.0	0.0	0.0	41.40715776051048	-98.7610371966006	17.746666666666666
0.0	0.0	0.0	1.0	-25.947291054251295	125.74888950421314	9.195555555555556
0.0	0.0	0.0	1.0	-67.96470018303054	59.59693339200058	16.595555555555556
1.0	0.0	0.0	0.0	52.10216513794647	63.65790030229391	6.404444444444445
1.0	0.0	0.0	0.0	57.27426959466598	68.8589338163996	4.564444444444445
1.0	0.0	0.0	0.0	21.1130358231879	6.353595086064786	47.22666666666667
1.0	0.0	0.0	0.0	67.53570171385994	81.46680422032324	16.986666666666668
1.0	0.0	0.0	0.0	37.04100527068357	97.92128298671469	16.462222222222223
0.0	0.0	0.0	1.0	-32.88554468377464	18.25349525598375	5.173333333333333
0.0	0.0	0.0	1.0	75.75325828248735	-25.018092482499043	6.8
1.0	0.0	0.0	0.0	45.00882271315814	-107.75514308655765	217.8311111111111
1.0	0.0	0.0	0.0	-23.013084818715242	33.61874631731891	4.982222222222222
1.0	0.0	0.0	0.0	-17.78432214279428	128.39722340665804	9.066666666666666
0.0	1.0	0.0	0.0	7.464880515617807	1.796410226801754	10.302222222222222
1.0	0.0	0.0	0.0	32.0540979350311	-8.986442236478439	55.76
1.0	0.0	0.0	0.0	25.044125461803944	-104.0195096253978	45.422222222222224
0.0	0.0	0.0	0.0	59.69775075164648	-134.97667811853685	217.62666666666667
1.0	0.0	0.0	0.0	63.708734603483016	-122.2296131056247	15.71111111111111
1.0	0.0	0.0	0.0	52.52885194806861	32.45897757256665	11.924444444444445
1.0	0.0	0.0	0.0	48.73228109647646	-58.43778808597841	69.16888888888889
1.0	0.0	0.0	0.0	64.98339585818978	54.03884100465996	22.488888888888887
0.0	0.0	0.0	1.0	70.2768790156338	-156.7808548893708	15.648888888888889
1.0	0.0	0.0	0.0	0.8012530116281482	41.317423886111754	1.6355555555555557
1.0	0.0	0.0	0.0	79.60873480805624	-92.23920167788987	39.71111111111111
1.0	0.0	0.0	0.0	-31.401510493410115	146.77308927444278	10.382222222222222
0.0	0.0	0.0	1.0	-73.65088492702967	-62.14097416089609	14.88888888888889
1.0	0.0	0.0	0.0	4.995091451178425	5.565776655730701	5.084444444444444
1.0	0.0	0.0	0.0	35.98490098157894	53.43711139019263	230.92888888888888
1.0	0.0	0.0	0.0	59.90259009217418	37.39074470588338	15.733333333333333
1.0	0.0	0.0	0.0	23.24202687604489	58.47727760410663	211.1511111111111
0.0	0.0	1.0	0.0	26.46544561523109	104.45087361697495	182.13777777777779
1.0	0.0	0.0	0.0	7.927562820484212	-3.828869762469054	22.31111111111111
1.0	0.0	0.0	0.0	12.703468383768936	15.745388351000912	1.5333333333333334
0.0	0.0	1.0	0.0	67.17078363520672	36.96364842274809	30.084444444444443
0.0	0.0	0.0	1.0	35.63683242880559	-113.5988111316895	19.6
1.0	0.0	0.0	0.0	62.39342744898364	-151.67299756210832	147.7111111111111
1.0	0.0	0.0	0.0	25.034330135069098	15.055415557782965	6.408888888888889
0.0	0.0	0.0	1.0	-27.43603634980849	141.63313163185978	1.488888888888889
1.0	0.0	0.0	0.0	50.45437873000473	44.58664100680221	15.6
0.0	0.0	1.0	0.0	13.729622326249228	-89.59312574297121	66.87555555555555
1.0	0.0	0.0	0.0	3.1181591282166323	18.3683300174103	8.346666666666666
0.0	0.0	0.0	1.0	44.60272994974316	-121.67408295187448	123.16
1.0	0.0	0.0	0.0	60.54646594110383	87.45488735606	24.546666666666667
0.0	0.0	1.0	0.0	45.63511151614686	116.40004539108384	10.555555555555555
1.0	0.0	0.0	0.0	24.9865610711596	29.44429529154499	17.626666666666665
0.0	1.0	0.0	0.0	51.61435944394997	99.27195925239391	131.98666666666668
0.0	1.0	0.0	0.0	-9.128714079451015	29.69523230903215	12.08
0.0	0.0	0.0	0.0	-85.12519614733955	52.77063689331712	2.3155555555555556
1.0	0.0	0.0	0.0	47.82286473266552	-67.40969801380776	89.93777777777778
1.0	0.0	0.0	0.0	38.10385049588637	45.66504697970592	4.124444444444444
0.0	0.0	1.0	0.0	30.745628564579306	38.98916157343547	13.764444444444445
1.0	0.0	0.0	0.0	69.92716439004059	-101.19514560830466	10.537777777777778
0.0	0.0	1.0	0.0	-14.075083989196528	-74.86598673972566	140.68444444444444
1.0	0.0	0.0	0.0	28.469946981845872	-114.0406531608774	21.844444444444445
1.0	0.0	0.0	0.0	48.787983778138994	5.008696609915461	28.084444444444443
1.0	0.0	0.0	0.0	23.457514764090618	56.051361761121825	5.795555555555556
0.0	0.0	1.0	0.0	52.69111809345106	-126.69614007982616	463.9244444444444
0.0	0.0	1.0	0.0	-18.25450561720308	26.292783412429543	30.93777777777778
1.0	0.0	0.0	0.0	38.85595960925347	-108.12443427679096	163.0
1.0	0.0	0.0	0.0	33.35553394816888	45.8899517666386	7.706666666666667
0.0	1.0	0.0	0.0	2.928631485806193	12.140757093020824	41.55555555555556
0.0	0.0	1.0	0.0	-45.36727871439237	166.89757307654565	470.32444444444445
1.0	0.0	0.0	0.0	-14.58981668871246	18.237720811803655	18.697777777777777
1.0	0.0	0.0	0.0	52.66919803459161	49.68997880032984	19.035555555555554
0.0	1.0	0.0	0.0	10.532883171929555	43.15380119819744	30.524444444444445
0.0	0.0	1.0	0.0	33.68831924800902	-111.35379816671704	208.75555555555556
1.0	0.0	0.0	0.0	51.08219986005677	127.83932723436993	50.81333333333333
1.0	0.0	0.0	0.0	-28.578786935822293	-56.83833782093389	0.6622222222222223
1.0	0.0	0.0	0.0	9.77390269018261	-65.23043895046021	14.057777777777778
1.0	0.0	0.0	0.0	17.686002116659353	31.05312079821431	11.017777777777777
0.0	0.0	0.0	0.0	-85.61110860375697	64.90663372684313	2.2666666666666666
1.0	0.0	0.0	0.0	18.316799970853424	43.72809238596079	54.022222222222226
1.0	0.0	0.0	0.0	27.09372139295145	85.37616110206176	6.773333333333333
1.0	0.0	0.0	0.0	43.263179570168035	58.559700994502776	0.9555555555555556
0.0	1.0	0.0	0.0	4.660778534939709	27.690781301342298	17.502222222222223
0.0	0.0	0.0	1.0	-75.10928190181781	50.20143903775738	1.9244444444444444
0.0	0.0	0.0	1.0	-68.8632552212853	50.70500781597704	15.471111111111112
1.0	0.0	0.0	0.0	20.662849880897298	-16.26709909506056	3.128888888888889
1.0	0.0	0.0	0.0	-2.4885697251333596	-73.39464786085857	11.004444444444445
1.0	0.0	0.0	0.0	44.14274331089861	44.513681555184775	3.3377777777777777
0.0	1.0	0.0	0.0	-72.80952471434628	20.18303410110451	9.773333333333333
1.0	0.0	0.0	0.0	-14.316489195580758	-48.146922711959235	24.90222222222222
0.0	1.0	0.0	0.0	-21.23129461954801	-45.179021051604764	64.17333333333333
1.0	0.0	0.0	0.0	53.14012571263181	26.898418433270393	15.533333333333333
1.0	0.0	0.0	0.0	37.76516801237852	-88.1059955922073	12.768888888888888
0.0	0.0	1.0	0.0	3.4434449966806824	-58.221062691077805	11.097777777777777
1.0	0.0	0.0	0.0	-11.99185769520274	-38.1343128237244	31.115555555555556
0.0	0.0	0.0	1.0	79.50166318416281	-52.540926700846455	4.92
1.0	0.0	0.0	0.0	23.465245106947492	32.97692057448438	41.013333333333335
0.0	1.0	0.0	0.0	5.649905215607831	21.70441632893514	13.4
1.0	0.0	0.0	0.0	-3.145035171014456	24.965950639057382	11.186666666666667
1.0	0.0	0.0	0.0	41.80149233443979	-8.822742939396335	118.18666666666667
1.0	0.0	0.0	0.0	4.462555592899207	40.46856502701178	11.097777777777777
0.0	0.0	1.0	0.0	45.170315993769414	120.3019804983893	86.95111111111112
1.0	0.0	0.0	0.0	2.940382501111486	116.6073837591868	129.64888888888888
0.0	0.0	0.0	1.0	75.16419474736294	-30.275740671873535	2.8577777777777778
1.0	0.0	0.0	0.0	11.767486432295925	22.89365765971766	8.484444444444444
1.0	0.0	0.0	0.0	64.93830187605906	150.59148530875046	16.942222222222224
1.0	0.0	0.0	0.0	26.729206490922692	13.162845443853627	33.48444444444444
1.0	0.0	0.0	0.0	61.00069771643159	95.41536068082394	46.37777777777778
0.0	0.0	1.0	0.0	-0.2858100834904036	130.91593945526063	178.09333333333333
1.0	0.0	0.0	0.0	16.86611835076353	46.430337482508605	8.653333333333334
1.0	0.0	0.0	0.0	60.84196008747196	107.5565284757082	31.493333333333332
1.0	0.0	0.0	0.0	1.2228856351027702	38.641729590138766	5.604444444444445
0.0	0.0	0.0	1.0	40.87307854438109	-109.75313094183801	93.63555555555556
1.0	0.0	0.0	0.0	82.56031622477488	-44.30298178131952	44.413333333333334
1.0	0.0	0.0	0.0	70.89583110259933	91.24616019942135	21.613333333333333
1.0	0.0	0.0	0.0	20.83615794899204	47.959444908455566	2.2133333333333334
0.0	1.0	0.0	0.0	-0.5764051125587883	10.828219704002947	60.11555555555555
1.0	0.0	0.0	0.0	-13.745186929828748	-46.08294937703576	10.146666666666667
0.0	0.0	1.0	0.0	51.21829035641255	118.33434729520798	47.79555555555555
0.0	1.0	0.0	0.0	-3.832773472767599	-40.76082037844722	82.02222222222223
1.0	0.0	0.0	0.0	38.165988484532015	78.0817580142982	3.533333333333333
1.0	0.0	0.0	0.0	33.0027057803607	96.81282001813963	174.34666666666666
1.0	0.0	0.0	0.0	10.469145788583404	-7.621461300900165	14.546666666666667
1.0	0.0	0.0	0.0	18.348021868874852	-0.8923594353229589	4.28
1.0	0.0	0.0	0.0	63.652370949100614	133.1162362994267	21.24
1.0	0.0	0.0	0.0	-2.43889377168901	115.17266294706258	2.013333333333333
0.0	0.0	0.0	0.0	53.3866403675854	108.23426529855908	0.0
1.0	0.0	0.0	0.0	70.94289663035269	140.4319912605821	28.324444444444445
0.0	1.0	0.0	0.0	53.470630640754294	-57.38490902883228	44.03111111111111
0.0	1.0	0.0	0.0	-48.780784904495675	-72.75342970781529	139.06666666666666
1.0	0.0	0.0	0.0	22.189074215024704	94.52926522698374	66.25777777777778
1.0	0.0	0.0	0.0	15.106524742936173	-2.047254762999785	90.68
0.0	0.0	1.0	0.0	-20.158016054608822	145.03120898985833	7.524444444444445
1.0	0.0	0.0	0.0	16.088413738135017	23.190062462793065	9.764444444444445
0.0	0.0	1.0	0.0	-8.339870301594573	-36.69218699561691	84.13777777777777
0.0	0.0	1.0	0.0	24.101176283495292	19.124321794096204	14.16
0.0	0.0	1.0	0.0	55.608807937112566	127.79958146307757	61.35111111111111
1.0	0.0	0.0	0.0	38.46712153410678	-1.4076573533900785	85.05777777777777
1.0	0.0	0.0	0.0	-41.976224726063606	173.25513768909724	249.50666666666666
0.0	1.0	0.0	0.0	8.059511412064637	-9.775091285627553	36.52444444444444
0.0	0.0	0.0	1.0	-17.58889767620579	136.38330444949378	6.0088888888888885
0.0	0.0	1.0	0.0	-22.54852772712293	-67.68476324276116	157.89777777777778
1.0	0.0	0.0	0.0	-4.997688838775687	-43.8923947431023	19.32
0.0	0.0	1.0	0.0	-31.56968468858733	117.61557822928285	19.315555555555555
1.0	0.0	0.0	0.0	10.4077616173102	-3.6759970492226444	17.25777777777778
1.0	0.0	0.0	0.0	-28.279866686268136	-65.98002841201566	303.9244444444444
1.0	0.0	0.0	0.0	59.6480587790974	133.88809767244254	26.22222222222222
1.0	0.0	0.0	0.0	52.00599820640681	35.24775138594384	10.76
1.0	0.0	0.0	0.0	43.410860228274146	27.255206512695395	52.04
0.0	0.0	1.0	0.0	14.3919462281429	106.90106526885683	149.82666666666665
1.0	0.0	0.0	0.0	21.62342200916767	103.22349462201402	231.0088888888889
1.0	0.0	0.0	0.0	18.245455647180947	-90.66949198992215	14.973333333333333
1.0	0.0	0.0	0.0	-0.26451967818910305	111.27088518654978	114.57777777777778
1.0	0.0	0.0	0.0	53.75597978777821	39.29967760843877	25.315555555555555
1.0	0.0	0.0	0.0	52.644183103495386	19.90239726987764	5.8133333333333335
0.0	1.0	0.0	0.0	13.677822356617625	-85.8967479089198	143.8488888888889
1.0	0.0	0.0	0.0	27.24151122147861	-108.83759471534192	75.66666666666667
1.0	0.0	0.0	0.0	-8.39564235585587	-45.31349129630138	5.16
0.0	1.0	0.0	0.0	-19.62277031712236	-43.44160119816391	57.733333333333334
1.0	0.0	0.0	0.0	13.57587396433857	-2.8672141411781524	6.591111111111111
1.0	0.0	0.0	0.0	72.17979941705103	117.34489213703887	36.49777777777778
0.0	1.0	0.0	0.0	12.454534672296418	-1.0314487818928058	4.72
0.0	0.0	0.0	0.0	1.9157687151399898	-67.12308015917962	8.586666666666666
0.0	1.0	0.0	0.0	-9.145999350919624	-49.55437332045426	12.56
1.0	0.0	0.0	0.0	38.38920630609624	82.94815624199964	18.004444444444445
0.0	0.0	0.0	1.0	-30.354719426061152	147.14628523282659	1.7733333333333334
1.0	0.0	0.0	0.0	34.8068129199289	37.231866221415345	42.315555555555555
1.0	0.0	0.0	0.0	50.2672266374741	82.40495489097799	62.20444444444445
1.0	0.0	0.0	0.0	31.74388733828185	-86.0084798678154	16.288888888888888
1.0	0.0	0.0	0.0	2.3990295462175766	103.00381244107501	15.32
0.0	0.0	0.0	1.0	-75.02414080403037	-132.17987227047973	17.54222222222222
1.0	0.0	0.0	0.0	30.247972947934812	-101.82903753892025	26.813333333333333
0.0	0.0	0.0	1.0	-1.3988680470814359	-52.20247123690791	4.6
0.0	1.0	0.0	0.0	17.561628491009344	80.02626807090854	9.137777777777778
0.0	0.0	0.0	1.0	-69.76297817400791	77.98810629494858	5.524444444444445
0.0	0.0	0.0	1.0	-28.924451355184814	123.0426453946668	6.946666666666666
0.0	0.0	1.0	0.0	37.136338043830854	100.48377505203854	6.662222222222222
1.0	0.0	0.0	0.0	38.710699318093276	38.35673160514443	39.71111111111111
0.0	0.0	0.0	0.0	-84.8216996396244	-115.8755124042538	18.137777777777778
1.0	0.0	0.0	0.0	-32.70166575410279	19.15574070609182	314.9866666666667
1.0	0.0	0.0	0.0	26.62266212085887	0.5163479669918161	27.137777777777778
1.0	0.0	0.0	0.0	65.05881994216931	111.19604824444684	38.22222222222222
0.0	0.0	1.0	0.0	24.90951057218942	-10.896947396972394	4.297777777777778
0.0	0.0	1.0	0.0	42.228919568643526	8.691005803799214	303.0311111111111
1.0	0.0	0.0	0.0	-35.35313703358855	173.6470793245566	75.84
1.0	0.0	0.0	0.0	63.27841508980235	111.97169832260852	38.724444444444444
0.0	0.0	0.0	1.0	-70.4717262584955	158.90785103934303	7.582222222222223
